"","state_name","pc_name","jcode","uniqueid","survey_date","cand_1","party_1","cand_2","party_2","cand_3","party_3","campaign_qual","spend_1","spend_2","spend_3","secret_1","secret_2","secret_3","secret_4","events_1","events_2","events_3","leaders_1","leaders_2","leaders_3","leaders_4","volunteers_1","volunteers_2","volunteers_3","bribe_qual","bribe_coded","target_qual","target_coded","win_1","win_2","win_3","actual_cand_name1","actual_cand_party1","actual_cand_voteshare1","actual_cand_name2","actual_cand_party2","actual_cand_voteshare2","actual_cand_name3","actual_cand_party3","actual_cand_voteshare3","in_sample","pc_num","pc_type","schedule_num","poll_date","resp_secret"
"52","Orissa","Sambalpur",243,"045-1",2014-04-08,"Suresh Pujari","BJP","Nagendra Pradha","BJD","Amarnath Pradhan","INC","POSTER, BANNER, RALLIES, CARS FOR TRANSPORT","BJP","BJD","","BJP","","","","BJP","","","BJP","BJD","","","BJP","","","CASH AND GIFTS","1,8","LOWER CLASSES, SC, ST","22, 23","","","","NAGENDRA KUMAR PRADHAN","BJD",36.433479309082,"SURESH PUJARI","BJP",33.3271369934082,"AMARNATH PRADHAN","INC",24.599084854126,1,3,"GEN","3A",2014-04-10,1
"53","Orissa","Sambalpur",247,"046-1",2014-04-08,"Amarnath Pradhan","INC","Suresh Pujari","BJP","Nagendra Pradhan","BJD","ROAD CAMPAIGNING, HOARDING, BANNER, VEHICLES, TRANSPORTATING, DISTRIBUTING CDS, SMS, BOOTH MANAGEMEN","BJP","","","","","","","BJP","","","BJP","BJD","","","BJP","BJD","","CASH DISTRIBUTION","1","SLUM DWELLERS","2","BJP","","","NAGENDRA KUMAR PRADHAN","BJD",36.433479309082,"SURESH PUJARI","BJP",33.3271369934082,"AMARNATH PRADHAN","INC",24.599084854126,1,3,"GEN","3A",2014-04-10,0
"54","Orissa","Bolangir",251,"047-1",2014-04-08,"Alan Uday Singh Deo","BJD","Basudev Pati","BJP","Nara Singh Mishra","INC","TRANSPORT WITH SLOGANS AND MICS, USING LCD SCREENS","BJD","","","BJD","","","","BJD","","","BJP","","","","BJD","","","DISTRIBUTION OF CASH, DISTRIBUTION OF MOBILE PHONES","1,6","MOSTLY POOR PEOPLE WHO WOULD OTHERWISE MIGRATE ELSEWHERE","12","BJD","","","KALIKESH NARAYAN SINGH DEO","BJD",38.748893737793,"SANGEETA KUMARI SINGH DEO","BJP",29.8375339508057,"SARAT PATTNAYAK","INC",23.7196521759033,1,10,"GEN","3A",2014-04-10,1
"55","Orissa","Bolangir",466,"048-1",2014-04-08,"Narasingha Mishra","INC","A V Singh Deo","BJD","Basudev Pati","BJP","ADVERTISING AND RALLIES","BJD","","","BJD","","","","BJD","","","BJD","","","","BJD","","","LIQUOR AND CASH","1,3","POOR PEOPLE","12","","","","KALIKESH NARAYAN SINGH DEO","BJD",38.748893737793,"SANGEETA KUMARI SINGH DEO","BJP",29.8375339508057,"SARAT PATTNAYAK","INC",23.7196521759033,1,10,"GEN","3A",2014-04-10,1
"56","Orissa","Bolangir",256,"049-1",2014-04-08,"A V Singh Deo","BJD","Basudev","BJP","R Pattnaik","INC","HOLDING BIG RALLIES, VEHICLES FOR TRANSPORTATION","BJD","","","BJD","","","","BJD","","","BJP","","","","BJD","","","LIQUOR DISTRIBUTION","3","VILLAGE SASHAS","","BJP","BJD","","KALIKESH NARAYAN SINGH DEO","BJD",38.748893737793,"SANGEETA KUMARI SINGH DEO","BJP",29.8375339508057,"SARAT PATTNAYAK","INC",23.7196521759033,1,10,"GEN","3A",2014-04-10,1
"57","Orissa","Bargarh",418,"050-1",2014-04-08,"Prabhas Singh","BJD","Sanjay Bhoi","INC","Subhas Chauhan","BJD","ADVERTISING","BJD","","","BJD","","","","BJD","BJP","","BJP","","","","INC","","","CASH DISTRIBUTION","1","BPL PEOPLE","12","INC","","","PRABHAS KUMAR SINGH","BJD",34.1164131164551,"SUBASH CHOUHAN","BJP",33.1213111877441,"SANJAY BHOI","INC",24.4466972351074,1,1,"GEN","3A",2014-04-10,1
"58","Orissa","Sundargarh",260,"051-1",2014-04-08,"","BJP","","BJD","","INC","RALLIES","BJP","","","BJP","BJD","","","BJP","","","BJP","BJD","","","BJP","","","CASH","","CASTE","","BJP","","","JUAL @ JUEL ORAM","BJP",33.6899452209473,"DILIP KUMAR TIRKEY","BJD",31.8270015716553,"HEMANAND BISWAL","INC",26.6480731964111,1,2,"ST","3A",2014-04-10,1
"59","Orissa","Bargarh",242,"052-1",2014-04-08,"Sanjay Bhoi","INC","Subhas Chouhan","BJP","Prabhas Singh","BJD","BANNER, POSTER, ANNOUNCEMENTS, BIG RALLIES","","","","BJP","","","","BJP","INC","","BJP","","","","BJD","","","CASH DISTRIBUTION","1","MOSTLY POOR VOTERS","12","BJP","","","PRABHAS KUMAR SINGH","BJD",34.1164131164551,"SUBASH CHOUHAN","BJP",33.1213111877441,"SANJAY BHOI","INC",24.4466972351074,1,1,"GEN","3A",2014-04-10,1
"60","Orissa","Bargarh",246,"053-1",2014-04-08,"Prabhas Singh","BJD","Subhash Chouhan","BJP","Sanjay Bhoi","INC","CARS AS TRANSPORTATION","BJD","","","BJD","","","","BJD","","","BJD","BJP","","","BJD","","","CASH DISTRIBUTION ABOUT RS 500 PER VOTE UP TO RS 1000 PER VOTE","1","LOWER CLASSES, LABOURERS","6, 15, 22, 23","BJP","","","PRABHAS KUMAR SINGH","BJD",34.1164131164551,"SUBASH CHOUHAN","BJP",33.1213111877441,"SANJAY BHOI","INC",24.4466972351074,1,1,"GEN","3A",2014-04-10,1
"61","Maharashtra","Wardha",324,"054-1",2014-04-06,"Sagar Mighe","INC","Ramdas P","BJP","Md Asif Patel","AAAP","WORKERS PAYMENTS, GIVING DOMESTING HELP TO SPREAD WORD BY MOUTH, BUYING VOTERS THROUGH DONATIONS","INC","","","BJP","INC","","","","","","","","","","BJP","","","USING ALCOHOL TO BUY WORKERS SUPPORT, FREE FOOD, LIQUOR","2,3","SARPANCHES OF VILLAGES, OPINION LEADERS","3, 31","BJP","","","RAMDAS CHANDRABHANJI TADAS","BJP",53.0386962890625,"MEGHE SAGAR DATTATRAYA","INC",31.7466659545898,"CHETAN BHIMRAJ PENDAM","BSP",8.96605110168457,1,8,"GEN","3A",2014-04-10,1
"62","Orissa","Kalahandi",468,"055-1",2014-04-08,"Bhaktcharan Das","INC","Pradeep Naik","BJP","Kesari Deo","BJD","FLEX BANNER, CAR POSTERS, AAM SABHA, PUBLIC MEETINGS","BJP","","","","","","","BJP","INC","","","","","","BJP","BJD","","CASH, CLOTHES, CROCKERY DISTRIBUTION","1,5,9","LOWER MIDDLE CLASS, BPL","18,12","BJP","","","ARKA KESHARI DEO","BJD",33.1864929199219,"PRADIPTA KUMAR NAIK","BJP",28.144416809082,"BHAKTA CHARAN DAS","INC",27.5576801300049,1,11,"GEN","3A",2014-04-10,0
"63","Orissa","Kalahandi",331,"056-1",2014-04-08,"Art Kesari Deo","BJD","Pradeep K Naik","BJP","Bhagcharan Das","INC","BANNER, POSTER","BJD","INC","","","","","","BJD","","","BJD","","","","","","","GIFTS TO PANCHAYATS","8","PANCHAYAT SABHAS, YOUTH","11","BJD","","","ARKA KESHARI DEO","BJD",33.1864929199219,"PRADIPTA KUMAR NAIK","BJP",28.144416809082,"BHAKTA CHARAN DAS","INC",27.5576801300049,1,11,"GEN","3A",2014-04-10,0
"64","Maharashtra","Amravati",182,"057-1",2014-04-06,"Anandrao Adsul","SHS","Navneet Rana","NCP","","","PRACHAR SABHAS, RALLIES INVOLVING STALWARTS, SETTING UP LCD SCREENS, TRANSPORT CAMPAIGNING USING AUT","BJP","NCP","INC","","","","","NCP","","","BSP","","","","INC","NCP","","ILLEGAL CASH DISTRIBUTION","1","MIDDLE CLASS, UPPER CLASS, FARMERS","18,19,20","","","","ADSUL ANANDRAO VITHOBA","SHS",46.5322341918945,"NAVNEET RAVI RANA","NCP",32.7948188781738,"GUNWANT SUDAMRAO DEVPARE","BSP",9.78028202056885,1,7,"SC","3A",2014-04-10,0
"65","Maharashtra","Wardha",182,"057-2",2014-04-06,"Sagar Mighe","INC","Ramdas Tadas","BJP","","","PRACHAR SABHAS, RALLIES INVOLVING STALWARTS, SETTING UP LCD SCREENS, TRANSPORT CAMPAIGNING USING AUT","BJP","INC","","","","","","BJP","SHS","INC","","","","","INC","NCP","","ILLEGAL CASH DISTRIBUTION","1","MIDDLE CLASS, UPPER CLASS, FARMERS","18,19,20","INC","NCP","","RAMDAS CHANDRABHANJI TADAS","BJP",53.0386962890625,"MEGHE SAGAR DATTATRAYA","INC",31.7466659545898,"CHETAN BHIMRAJ PENDAM","BSP",8.96605110168457,1,8,"GEN","3A",2014-04-10,0
"66","Maharashtra","Amravati",367,"058-1",2014-04-06,"Navneet Kaur Rana","NCP","Anand Rao","SHS","Gunwant Deopare","BSP","RALLIES, ELECTRONIC CAMPAIGNING","BJP","SHS","","BJP","SHS","BSP","","BJP","SHS","","BSP","","","","BJP","SHS","","CASH DISTRIBUTION","","GROUP LEADERS, OPINION LEADERS","","BJP","SHS","","ADSUL ANANDRAO VITHOBA","SHS",46.5322341918945,"NAVNEET RAVI RANA","NCP",32.7948188781738,"GUNWANT SUDAMRAO DEVPARE","BSP",9.78028202056885,1,7,"SC","3A",2014-04-10,1
"67","Maharashtra","Akola",367,"058-2",2014-04-06,"Sanjay Dhotre","BJP","Prakash Ambedkar","RPI(A)","Hidayat Patel","INC","RALLIES, SABHAS, NATIONAL ELECTRONIC CAMPAIGN","BJP","SHS","","BJP","","","","BJP","SHS","","","","","","BJP","SHS","","CASH DISTRIBUTION","1","GROUP LEADERS, OPINION LEADERS, SABHA LEADERS, LOCAL LEADERS","3,21","BJP","SHS","","DHOTRE SANJAY SHAMRAO","BJP",46.6506080627441,"PATEL HIDAYAT ULLA BARKAT ULLA","INC",25.8925228118896,"AMBEDKAR PRAKASH YASHWANT","BBM",24.402473449707,NA,6,"GEN","3A",2014-04-10,1
"68","Maharashtra","Yavatmal-Washim",367,"058-3",2014-04-06,"Shivaji Rao Mogre","INC","Bhawna Govil","SHS","Raju Patil","MNS","RALLIES, ELECTRONIC CAMPAIGNING","BJP","SHS","","SHS","","","","BJP","SHS","","","","","","BJP","SHS","","CASH DISTRIBUTION","1","LOCAL LEADERS","21","BJP","SHS","","GAWALI BHAVANA PUNDLIKRAO","SHS",46.2660789489746,"ADV.SHIVAJIRAO SHIVARAMJI MOGHE","INC",37.1837348937988,"RATHOD BALIRAM PARASHRAM","BSP",4.74186038970947,1,14,"GEN","3A",2014-04-10,1
"69","Maharashtra","Buldhana",367,"058-4",2014-04-06,"Pratap Rao Jadhav","SHS","Krishna Rao Ingale","NCP","","","RALLIES, ELECTRONIC CAMPAIGNING","BJP","SHS","","SHS","","","","BJP","SHS","","","","","","BJP","SHS","","CASH DISTRIBUTION","1","LOCAL LEADERS","21","BJP","SHS","","JADHAV PRATAPRAO GANPATRAO","SHS",52.0265159606934,"INGLE KRUSHANARAO GANPATRAO","NCP",35.7200813293457,"ABDUL  HAFEEZ ABDUL AZIZ","BSP",3.45208477973938,NA,5,"GEN","3A",2014-04-10,1
"70","Maharashtra","Amravati",479,"059-1",2014-04-06,"Anandrao","SHS","Navneet Kaur Rane","NCP","Ganwant Deopare","BSP","ADVERTISING, RALLIES","","","","","","","","NCP","","","","","","","NCP","","","","","MIDDLE, LOWER CLASS, ALMOST ALL CLASSES","18,19, 22, 23","","","","ADSUL ANANDRAO VITHOBA","SHS",46.5322341918945,"NAVNEET RAVI RANA","NCP",32.7948188781738,"GUNWANT SUDAMRAO DEVPARE","BSP",9.78028202056885,1,7,"SC","3A",2014-04-10,0
"71","Madhya Pradesh","Ratlam",131,"060-1",2014-04-15,"Kanstilal Bhuliya","INC","Dilip Singh Bhuliiyia","BJP","","","RALLIES MEETING","INC","BJP","","INC","BJP","","","INC","BJP","","BJP","","","","INC","BJP","","PAISA BATATI HAI","1","MIX","","INC","","","DILEEPSINGH BHURIA","BJP",50.4275970458984,"KANTILAL BHURIA","INC",40.4110717773438,"None of the Above","NOTA",2.80451941490173,1,24,"ST","6",2014-04-24,1
"72","Madhya Pradesh","Guna",196,"061-1",2014-04-16,"Jyoti Raditya Scindia","INC","Jai Bhan Singh Pavaiya","BJP","Lakhan Singh Vaghel","BSP","PUBLIC RALLIES , ROAD SHOWS , NEWS PAPER ADS","INC","BJP","","BJP","INC","","","INC","","","BJP","","","","BJP","","","CASH","1","BACKWORD CLASS PEOPLE , MIDDLE CLASS","24, 18","INC","BJP","","JYOTIRADITYA M SCINDIA","INC",52.9408798217773,"JAIBHANSINGH PAWAIYA","BJP",40.572624206543,"LAKHAN SINGH BAGHEL","BSP",2.80679774284363,1,4,"GEN","5",2014-04-17,1
"73","Madhya Pradesh","Guna",199,"062-1",2014-04-16,"Jyoti Raditya Scindia","INC","Jai Bahn Pavaiya","BJP","Lakhan Singh Vaghel","BSP","RALLIES , PARADES , DOOR TO DOOR","INC","BJP","","BJP","","","","BJP","","","BJP","","","","BJP","","","CASH","1","MINORITIES FOR MIDDLE CLASSES","","INC","","","JYOTIRADITYA M SCINDIA","INC",52.9408798217773,"JAIBHANSINGH PAWAIYA","BJP",40.572624206543,"LAKHAN SINGH BAGHEL","BSP",2.80679774284363,1,4,"GEN","5",2014-04-17,1
"74","Madhya Pradesh","Satna",188,"063-1",2014-04-16,"Ajay Singh","INC","Ganesh Singh","BJP","Dharmender Singh Tiwari","BSP","RALLIES , ROAD SHOWS , PARADES , POSTERS","BJP","INC","","BJP","","","","INC","BJP","","BJP","","","","BJP","INC","","CASH","1","BRAHMIN SC , ST","22, 23, 27","INC","BJP","","GANESH SINGH","BJP",41.0849494934082,"AJAY  SINGH RAHUL BHAIYYA","INC",40.1338233947754,"DHARMENDRA SINGH TIWARI","BSP",13.6409015655518,NA,9,"GEN","3A",2014-04-10,1
"75","Madhya Pradesh","Satna",21,"064-1",2014-04-16,"Ajay Singh","INC","Ganesh Singh","BJP","Dharmenura Singh Tiwari","BSP","RALLIES, ROAD SHOW, DOOR DOOR","BJP","INC","","BJP","INC","","","BJP","","","BJP","INC","","","BJP","INC","","CASH, SAREES","1,10","MINORITIES, SC, ST,POOR PEOPLE","12, 22, 23, 28","INC","","","GANESH SINGH","BJP",41.0849494934082,"AJAY  SINGH RAHUL BHAIYYA","INC",40.1338233947754,"DHARMENDRA SINGH TIWARI","BSP",13.6409015655518,NA,9,"GEN","3A",2014-04-10,1
"76","Madhya Pradesh","Gwalior",163,"065-1",2014-04-17,"Narendra Singh Tomar","BJP","Ashok Singh","INC","","","MEDIA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","CASH","1","FARMERS","20","BJP","INC","","NARENDRA SINGH TOMAR","BJP",44.6857032775879,"ASHOK SINGH","INC",41.6885643005371,"ALOK SHARMA","BSP",6.88214492797852,NA,3,"GEN","5",2014-04-17,1
"77","Madhya Pradesh","Rajgarh",163,"065-2",2014-04-17,"Narayan Singh Amlable","INC","Nagar Rondmal","BJP","","","MEDIA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","CASH","1","FARMERS JHATS","20","BJP","","","RODMAL NAGAR","BJP",59.0395584106445,"AMLABE NARAYAN SINGH","INC",36.4085540771484,"DR.SHIVNARAYAN VERMA","BSP",1.37169003486633,1,20,"GEN","5",2014-04-17,1
"78","Madhya Pradesh","Sagar",163,"065-3",2014-04-17,"Govind Singh Rajput","INC","Lakshmi Narayan Yadav","BJP","","","MEDIA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","CASH","1","FARMERS","20","INC","","","LAXMI NARAYAN YADAV","BJP",54.1052017211914,"GOVIND SINGH RAJPUT","INC",40.5685882568359,"SAROJ KATIYAR KURMI","BSP",2.23302531242371,1,5,"GEN","5",2014-04-17,1
"79","Madhya Pradesh","Guna",163,"065-4",2014-04-17,"Jyotiradhitya Scindia","INC","Jaibhansingh Pawaiya","BJP","","","MEDIA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","CASH","1","FARMERS","20","INC","","","JYOTIRADITYA M SCINDIA","INC",52.9408798217773,"JAIBHANSINGH PAWAIYA","BJP",40.572624206543,"LAKHAN SINGH BAGHEL","BSP",2.80679774284363,1,4,"GEN","5",2014-04-17,1
"80","Rajasthan","Jhunjhunu",303,"066-1",2014-04-18,"Santosh Alawat","BJP","Rajbala","INC","","","RALLIES SPEECHES","INC","","","INC","","","","INC","","","INC","","","","INC","","","LIQUOR CASH VEHICLES","1,3,7","LOW INCOME MEN DAILY LABOR AGRICULTURAL HOUSEHOLDS","15, 16","INC","","","SANTOSH AHLAWAT","BJP",48.5046157836914,"RAJ BALA OLA","INC",25.2713203430176,"DR. RAJKUMAR SHARMA","IND",20.4962921142578,1,4,"GEN","5",2014-04-17,1
"81","Rajasthan","Sikar",303,"066-2",2014-04-18,"Swami Sumehd Anand","BJP","Subash Mehria","","","","RALLIES SPEECHES CASTE PANCHAYAT","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","LIQUOR CASH VEHICLES","1,3,7","LOW INCOME DAILY LABOURERS SOME POWERFUL RICH","15, 19","","","","SUMEDHANAND SARASWATI","BJP",46.8616485595703,"PRATAP SINGH JAT","INC",24.4177341461182,"SUBHASH MAHARIA","IND",17.7190704345703,NA,5,"GEN","5",2014-04-17,1
"82","Madhya Pradesh","Gwalior",458,"067-1",2014-04-17,"Narendra Singh Tomar","BJP","Ashok Singh","INC","Akhilesh Yadav","CPM","MUSCLE POWER RALLIES SPEECHES SMALL PUBLIC MEETINGS","BJP","","","BJP","","","","BJP","INC","","BJP","INC","","","BJP","","","FIREARMS TO STOP OTHER PARTIES CASH","1,11","POOR SLUM DWELLERS RURAL REGIONS","2,12,13","BJP","INC","","NARENDRA SINGH TOMAR","BJP",44.6857032775879,"ASHOK SINGH","INC",41.6885643005371,"ALOK SHARMA","BSP",6.88214492797852,NA,3,"GEN","5",2014-04-17,1
"83","Madhya Pradesh","Rajgarh",458,"067-2",2014-04-17,"Narayan Singh Amblare","INC","Rodmal Nagar","BJP","","","RALLIES SMALL MEETINGS","BJP","","","BJP","","","","BJP","INC","","BJP","","","","BJP","","","CASH SARIS LIQUOR","1,3,10","POOR SLUM DWELLERS","2,12","INC","","","RODMAL NAGAR","BJP",59.0395584106445,"AMLABE NARAYAN SINGH","INC",36.4085540771484,"DR.SHIVNARAYAN VERMA","BSP",1.37169003486633,1,20,"GEN","5",2014-04-17,1
"84","Madhya Pradesh","Sagar",458,"067-3",2014-04-17,"Govind Rajput","INC","Laxminarayan Yadav","BJP","","","RALLIES SMALL MEETINGS","BJP","","","BJP","","","","BJP","INC","","BJP","","","","BJP","","","CASH SARIS LIQUOR","1,3,10","POOR SLUM DWELLERS","2,12","INC","","","LAXMI NARAYAN YADAV","BJP",54.1052017211914,"GOVIND SINGH RAJPUT","INC",40.5685882568359,"SAROJ KATIYAR KURMI","BSP",2.23302531242371,1,5,"GEN","5",2014-04-17,1
"85","Jharkhand","Ranchi",224,"068-1",2014-04-14,"Ram Pal Chowdhary","BJP","Subhot Kam Sahab","INC","Amitabh Chowdhary","JVM","MEETING","INC","","","JVM","","","","BJP","","","BJP","","","","BJP","","","GIFT","8","STUDENT BJP","25","INC","","","RAM TAHAL CHOUDHARY","BJP",42.744930267334,"SUBODH KANT SAHAY","INC",23.7597675323486,"SUDESH KUMAR MAHTO","AJSUP",13.5799493789673,1,8,"GEN","5",2014-04-17,1
"86","Jharkhand","Jamshedpur",228,"069-1",2014-04-14,"Vidyun Varn Mehmo","BJP","Dr Ajay Kumar","JVM","Nirup Mehmo","JMM","JAMSHEDPUR PRACHAR SABHA RAILI","JVM","","","BJP","JVM","","","JVM","","","BJP","","","","BJP","","","JAMSHEDPURMALDRACHA KALYANA  AKARSHIT","","JAMSHEDPUR YUVA NEW VOTER","11,26","JVM","BJP","","BIDYUT BARAN MAHATO","BJP",44.241283416748,"AJAY KUMAR","JVM",34.7214851379395,"NIROOP MAHANTY","JMM",13.1640195846558,1,9,"GEN","5",2014-04-17,1
"87","Jharkhand","Ranchi",228,"069-2",2014-04-14,"Ram Vahal Chowdhary","BJP","Shubon Kamshab","INC","Sudesh Mehno","AJSUP","RANCHI PRACHAR PRASAR SABHA RAILI","BJP","","","BJP","INC","","","BJP","","","BJP","","","","BJP","INC","","RANCHI KELE SAME","","RANCHI SHEKARI","","AJSUP","","","RAM TAHAL CHOUDHARY","BJP",42.744930267334,"SUBODH KANT SAHAY","INC",23.7597675323486,"SUDESH KUMAR MAHTO","AJSUP",13.5799493789673,1,8,"GEN","5",2014-04-17,1
"88","Jharkhand","Ranchi",304,"070-1",2014-04-14,"Ram Vahal Chowdhary","BJP","Subol Kamsahab","INC","","","PRACHAR SABHA RAILIES","BJP","","","INC","","","","INC","BJP","","BJP","","","","BJP","","","YUVA VAGICHA VIKAS","","SHELKARI YUVA","11","BJP","","","RAM TAHAL CHOUDHARY","BJP",42.744930267334,"SUBODH KANT SAHAY","INC",23.7597675323486,"SUDESH KUMAR MAHTO","AJSUP",13.5799493789673,1,8,"GEN","5",2014-04-17,1
"89","Jharkhand","Lohardaga",215,"071-1",2014-04-14,"Sudarshan Bhagat","BJP","Rameshwar Oraon","INC","Vishvnath Bhagat","JVM","PRACHAR RAILIES SABHA","BJP","INC","","JVM","","","","BJP","JVM","","BJP","","","","BJP","","","PESE BATVANA","1","YUVA","11","BJP","","","SUDARSHAN BHAGAT","BJP",34.7935409545898,"RAMESHWAR ORAON","INC",33.7974700927734,"CHAMRA LINDA","AITC",18.1676540374756,NA,12,"ST","3A",2014-04-10,1
"90","Jharkhand","Ranchi",323,"072-1",2014-04-14,"Ram Tahal Chowdhary","BJP","Subon Kamsahab","INC","Sudesh Mehmo","AJSUP","PRACHAR SABHA RAILI POSTER","AJSUP","","","INC","BJP","","","BJP","","","BJP","","","","INC","","","PESE BATVANA","1","YUVA","11","BJP","","","RAM TAHAL CHOUDHARY","BJP",42.744930267334,"SUBODH KANT SAHAY","INC",23.7597675323486,"SUDESH KUMAR MAHTO","AJSUP",13.5799493789673,1,8,"GEN","5",2014-04-17,1
"91","Jharkhand","Jamshedpur",76,"073-1",2014-04-14,"Vidyum Varun Mehmo","BJP","Dr Ajay Kumar","JVM","Nirup Mehmo","JMM","JAMSHEDPUR PRACHAR SABHA RAILIES","BJP","","","BJP","JVM","","","BJP","JVM","","BJP","","","","BJP","JVM","","JAMSHEDPUR PAISA","1","JAMSHEDPUR MUSLIM ADIVASI","5,9","JVM","","","BIDYUT BARAN MAHATO","BJP",44.241283416748,"AJAY KUMAR","JVM",34.7214851379395,"NIROOP MAHANTY","JMM",13.1640195846558,1,9,"GEN","5",2014-04-17,1
"92","Jharkhand","Singhbhum",76,"073-2",2014-04-14,"Chitr Singh Sikku","INC","Laxman Gilva","BJP","Gima Koda","JBSP","PASHCHIM SINGBHUM PRACHAR RAILIES SABHA","JBSP","","","BJP","JBSP","","","BJP","INC","","BJP","INC","","","INC","JBSP","","SINGHBHUM PAISA","1","SINGHBHUM COL COMMITY","","JBSP","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"93","Jharkhand","Singhbhum",8074,"074-1",2014-04-14,"Laxman Gilwa","BJP","Chitr Sing Sinku","INC","Gina Konda","JBSP","PRACHAR SABHA POSTER RAILI","BJP","INC","JBSP","INC","BJP","","","BJP","INC","JBSP","INC","BJP","","","BJP","INC","","ADIVASI VIKAS","","ADIVASI SAMAJ","9","BJP","INC","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"94","Jharkhand","Singhbhum",219,"075-1",2014-04-14,"Laxman Gilwa","BJP","Gila Konda","JBSP","Dashrath Gagrai","JVM","PRACHAR  SABHA RAILI","BJP","INC","JBSP","BJP","INC","JBSP","","BJP","INC","JBSP","JBSP","BJP","","","JBSP","BJP","","PAISE BATVANA","1","YUVA KAMGAR VARG","11","BJP","INC","JBSP","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"95","Jharkhand","Singhbhum",392,"076-1",2014-04-14,"Laxman Gilwa","BJP","Chitr Sing Sinku","INC","Dashrath Gagrai","JVM","PRACHAR RAILIES SABHA","JBSP","","","JBSP","","","","BJP","","","BJP","","","","BJP","","","PAISE BATVANA","1","MUSLIM","5","BJP","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"96","Jharkhand","Singhbhum",226,"077-1",2014-04-14,"Laxman Gilwa","BJP","Gila Konda","JBSP","Chitr Sing Sinku","INC","PRACHAR RAILIES POSTER SABHA","BJP","","","BJP","INC","JBSP","","JBSP","","","JBSP","","","","BJP","INC","JBSP","CHAWAL  KHANA","2","KAMGAR VARG","","JBSP","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"97","Jharkhand","Singhbhum",329,"078-1",2014-04-14,"Laxman Gilwa","BJP","Chitr Sing Sinku","INC","Dashrath Krishankan Ghagroi","JVM","PRACHAR RAILIES  POSTER","BJP","","","JBSP","","","","BJP","","","JBSP","","","","BJP","","","PAISA BATNA","1","BJP","","","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"98","Jharkhand","Singhbhum",474,"079-1",2014-04-13,"Laxman Gilwa","BJP","Chitr Singh Sinku","INC","Gila Konda","JBSP","PRACHAR SABHA RAILIES POSTER","JBSP","","","JBSP","","","","JBSP","","","JBSP","","","","BJP","","","GUPT PAISA BATNA","","ADIVASAI MUSLIM","","JBSP","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"99","Jharkhand","Singhbhum",8080,"080-1",2014-04-13,"Laxman Gilwa","BJP","Gila Konda","JBSP","Chitr Singh Sinku","INC","PRACHAR SABHA RAILI","BJP","INC","JBSP","JBSP","","","","JBSP","","","JBSP","","","","BJP","INC"," JBSP","PAISE DILANA","","KHIRISCHIN","","","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
"100","Jharkhand","Singhbhum",8081,"081-1",2014-04-13,"Laxman Gilwa","BJP","Chitr Singh Sinku","INC","Gila Konda","JBSP","PRACHAR PRASAR SABHA RAILIES","JBSP","","","BJP","JBSP","INC","","JBSP","","","JBSP","","","","JBSP","","","DARU DENA PAISE DEN A","","MUSLIM","","JBSP","","","LAXMAN GILUWA","BJP",38.1159744262695,"GEETA KORA","JBSP",27.1106243133545,"CHITRASEN SINKU","INC",14.0573329925537,1,10,"ST","5",2014-04-17,1
